ParticipantID,Email,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,OriginTypePairID,ParticipantFieldOfInterest,TotalDonations
901,avery.wright932@studentmail.org,Avery,Wright,2013-10-29,participant,801-410-5018,Salt Lake City,UT,84282,13,Both,240.19
902,henry.garcia933@learners.net,Henry,Garcia,1998-07-10,participant,801-246-9052,Bountiful,UT,84604,1,Arts,
903,riley.clark934@ellarises.org,Riley,Clark,2000-01-16,participant,801-591-5213,Pleasant Grove,UT,84325,2,STEM,
904,ethan.hernandez935@learners.net,Ethan,Hernandez,2001-06-17,participant,801-461-2468,St. George,UT,84188,4,Arts,
905,chloe.brown936@learners.net,Chloe,Brown,2004-09-07,participant,801-930-1958,Orem,UT,84028,6,STEM,
906,aaliyah.martinez937@community.org,Aaliyah,Martinez,1999-03-01,participant,801-584-2981,Lehi,UT,84265,10,STEM,
907,lillian.young938@community.org,Lillian,Young,2008-06-04,participant,801-262-6215,Logan,UT,84276,8,Arts,
908,harper.walker939@ellarises.org,Harper,Walker,2004-01-14,participant,801-439-1305,Taylorsville,UT,84649,8,Both,
909,elizabeth.thomas940@studentmail.org,Elizabeth,Thomas,1999-11-19,participant,801-616-8306,Murray,UT,84582,13,Both,26.18
910,mateo.wilson941@studentmail.org,Mateo,Wilson,2010-01-21,participant,801-372-5016,Draper,UT,84554,6,Both,1268.14
911,lucas.williams942@ellarises.org,Lucas,Williams,2012-08-24,participant,801-835-5739,Riverton,UT,84985,12,STEM,
912,amelia.walker943@learners.net,Amelia,Walker,2005-11-18,participant,801-896-7228,Layton,UT,84860,13,Both,
913,hannah.nguyen944@learners.net,Hannah,Nguyen,2010-08-18,participant,801-956-9750,Provo,UT,84166,2,Arts,36.83
914,emily.sanchez945@ellarises.org,Emily,Sanchez,2007-09-09,participant,801-769-5578,St. George,UT,84743,10,Both,
915,mateo.lee946@learners.net,Mateo,Lee,2004-02-15,participant,801-924-8417,Layton,UT,84771,10,Both,874.93
916,claire.perez947@studentmail.org,Claire,Perez,1998-05-11,participant,801-813-6381,Riverton,UT,84983,3,Both,
917,camila.smith948@community.org,Camila,Smith,2007-04-08,participant,801-209-3843,Salt Lake City,UT,84924,8,Both,440.95
918,alexander.sanchez949@ellarises.org,Alexander,Sanchez,2013-01-29,participant,801-231-8293,Ogden,UT,84552,2,Arts,99.36
919,leah.hill950@learners.net,Leah,Hill,2000-10-19,participant,801-986-1138,Bountiful,UT,84182,5,Arts,622.67
920,stella.gonzalez952@ellarises.org,Stella,Gonzalez,2003-04-04,participant,801-935-4623,Murray,UT,84828,5,Arts,
921,isabella.moore953@community.org,Isabella,Moore,2000-06-27,participant,801-400-7489,Sandy,UT,84008,13,Arts,
922,mateo.young954@studentmail.org,Mateo,Young,1999-06-20,participant,801-956-3875,Sandy,UT,84676,9,STEM,1289.02
923,harper.rodriguez955@learners.net,Harper,Rodriguez,2002-04-21,participant,801-735-5494,West Jordan,UT,84903,13,Both,797.94
924,emma.wright956@learners.net,Emma,Wright,2005-03-31,participant,801-637-1849,Riverton,UT,84003,6,Arts,
925,penelope.davis957@community.org,Penelope,Davis,2014-03-06,participant,801-729-1712,Spanish Fork,UT,84371,10,STEM,
926,penelope.clark958@community.org,Penelope,Clark,2005-07-04,participant,801-601-4188,Lehi,UT,84006,2,Both,
927,sophia.anderson959@community.org,Sophia,Anderson,2001-09-09,participant,801-455-4225,Ogden,UT,84940,1,Arts,400.74
928,harper.miller960@ellarises.org,Harper,Miller,2003-08-14,participant,801-224-6477,Spanish Fork,UT,84443,10,STEM,
929,jack.thomas961@learners.net,Jack,Thomas,2003-04-24,participant,801-541-9514,Provo,UT,84842,2,Both,61.8
930,henry.miller962@community.org,Henry,Miller,2006-06-19,participant,801-262-1546,Logan,UT,84088,1,Both,
931,harper.rodriguez963@ellarises.org,Harper,Rodriguez,1999-06-23,participant,801-508-8075,Riverton,UT,84057,2,Both,
932,amelia.scott964@ellarises.org,Amelia,Scott,2000-02-25,participant,801-590-7581,Murray,UT,84871,9,Arts,522.64
933,madison.hill965@ellarises.org,Madison,Hill,2011-11-29,participant,801-675-8014,Riverton,UT,84394,9,STEM,909.04
934,violet.johnson966@community.org,Violet,Johnson,2000-06-03,participant,801-801-4153,Pleasant Grove,UT,84337,2,STEM,101.89
935,harper.nguyen967@studentmail.org,Harper,Nguyen,2005-12-21,participant,801-721-5198,St. George,UT,84653,6,Arts,
936,henry.lopez968@studentmail.org,Henry,Lopez,2000-11-11,participant,801-245-1991,St. George,UT,84817,4,Both,640.07
937,william.allen969@learners.net,William,Allen,2001-04-22,participant,801-754-3385,Murray,UT,84598,5,Arts,294.52
938,violet.jackson970@learners.net,Violet,Jackson,1999-04-15,participant,801-800-3369,Salt Lake City,UT,84531,10,Both,
939,charlotte.ramirez971@learners.net,Charlotte,Ramirez,1999-07-15,participant,801-855-4297,Sandy,UT,84206,1,STEM,116.5
940,jack.robinson972@learners.net,Jack,Robinson,2005-05-16,participant,801-506-7859,Lehi,UT,84631,12,STEM,
941,benjamin.williams973@community.org,Benjamin,Williams,2013-07-19,participant,801-203-4654,West Jordan,UT,84943,10,Arts,
942,hannah.thomas974@community.org,Hannah,Thomas,2002-08-09,participant,801-957-7158,Lehi,UT,84827,6,STEM,174.74
943,ava.white975@ellarises.org,Ava,White,2001-03-12,participant,801-230-2887,Ogden,UT,84367,4,Arts,
944,zoey.nguyen976@learners.net,Zoey,Nguyen,2004-05-16,participant,801-403-4241,Provo,UT,84031,12,STEM,
945,lucy.lopez977@learners.net,Lucy,Lopez,2001-12-13,participant,801-400-1352,West Jordan,UT,84183,13,Arts,64.66
946,elizabeth.johnson978@studentmail.org,Elizabeth,Johnson,2002-09-19,participant,801-313-6544,Bountiful,UT,84671,4,Arts,
947,lillian.white979@learners.net,Lillian,White,2013-12-12,participant,801-739-8106,Orem,UT,84964,2,STEM,
948,aria.rodriguez980@studentmail.org,Aria,Rodriguez,2005-02-17,participant,801-587-7131,Sandy,UT,84546,9,Arts,
949,addison.williams981@studentmail.org,Addison,Williams,2003-07-18,participant,801-352-6368,Murray,UT,84809,11,Both,947.18
950,penelope.rodriguez982@community.org,Penelope,Rodriguez,2012-11-18,participant,801-283-8711,Sandy,UT,84745,9,STEM,
951,chloe.allen983@community.org,Chloe,Allen,2008-05-31,participant,801-710-9501,Pleasant Grove,UT,84384,12,Arts,
952,zoe.king984@community.org,Zoe,King,2012-04-24,participant,801-474-7569,Spanish Fork,UT,84486,3,Both,74.58
953,isabella.wilson985@studentmail.org,Isabella,Wilson,2002-11-26,participant,801-440-7486,Sandy,UT,84463,4,Arts,
954,leah.torres986@studentmail.org,Leah,Torres,2001-01-05,participant,801-763-2388,Draper,UT,84261,15,STEM,50.96
955,savannah.lewis987@learners.net,Savannah,Lewis,2009-06-28,participant,801-242-8622,West Jordan,UT,84598,9,Arts,212.8
956,elijah.lewis988@community.org,Elijah,Lewis,2005-02-10,participant,801-576-9151,Taylorsville,UT,84419,4,Arts,
957,sophia.lopez989@community.org,Sophia,Lopez,2006-01-20,participant,801-860-2243,West Jordan,UT,84272,3,STEM,
958,savannah.allen990@ellarises.org,Savannah,Allen,2000-08-29,participant,801-433-2612,Layton,UT,84949,2,Arts,204.4
959,isabella.wright991@studentmail.org,Isabella,Wright,2003-08-11,participant,801-891-6394,Lehi,UT,84202,4,Both,
960,penelope.gonzalez992@studentmail.org,Penelope,Gonzalez,2004-04-27,participant,801-988-5906,Layton,UT,84009,13,Arts,
961,liam.sanchez993@ellarises.org,Liam,Sanchez,2006-12-01,participant,801-724-3445,Spanish Fork,UT,84670,10,STEM,
962,grace.walker994@studentmail.org,Grace,Walker,2014-03-16,participant,801-765-8679,Pleasant Grove,UT,84602,13,Arts,
963,violet.garcia995@learners.net,Violet,Garcia,2002-09-13,participant,801-988-7843,Sandy,UT,84440,5,Arts,187.09
964,sophia.white996@studentmail.org,Sophia,White,2009-03-18,participant,801-955-1158,St. George,UT,84313,15,Both,75.26
965,claire.nguyen998@ellarises.org,Claire,Nguyen,2005-05-29,participant,801-342-3518,Provo,UT,84945,9,Both,100.67
966,james.harris999@studentmail.org,James,Harris,2002-03-23,participant,801-747-7331,Bountiful,UT,84066,5,STEM,81.9
967,skylar.torres1000@community.org,Skylar,Torres,2013-02-19,participant,801-375-2709,Murray,UT,84096,8,STEM,25.19
968,isabella.hill1001@community.org,Isabella,Hill,2006-08-28,participant,801-403-2138,Salt Lake City,UT,84192,4,STEM,
969,madison.jackson1002@ellarises.org,Madison,Jackson,1998-04-01,participant,801-577-9495,Riverton,UT,84059,12,Arts,
970,noah.sanchez1003@studentmail.org,Noah,Sanchez,2008-09-22,participant,801-749-7855,Logan,UT,84133,14,STEM,164.81
971,hazel.wilson1004@studentmail.org,Hazel,Wilson,2001-07-24,participant,801-642-8778,Sandy,UT,84318,9,Both,44.4
972,bella.nguyen1005@studentmail.org,Bella,Nguyen,2004-03-06,participant,801-901-8519,Pleasant Grove,UT,84734,10,STEM,246.45
973,aria.lewis1006@ellarises.org,Aria,Lewis,2005-05-18,participant,801-452-9615,Bountiful,UT,84620,3,Both,
974,alexander.robinson1007@community.org,Alexander,Robinson,2012-06-30,participant,801-293-5717,Provo,UT,84755,3,Arts,238.04
975,kennedy.martin1008@community.org,Kennedy,Martin,2011-11-09,participant,801-455-3942,Orem,UT,84426,14,Arts,
976,penelope.wright1010@learners.net,Penelope,Wright,2009-01-25,participant,801-943-4559,Ogden,UT,84715,6,Both,
977,avery.white1011@ellarises.org,Avery,White,2007-03-14,participant,801-984-6341,Logan,UT,84517,5,STEM,23.81
978,eleanor.wilson1012@ellarises.org,Eleanor,Wilson,2006-07-20,participant,801-274-8567,Riverton,UT,84028,1,Both,
979,liam.gonzalez1013@community.org,Liam,Gonzalez,2013-11-26,participant,801-456-2878,Provo,UT,84011,3,STEM,
980,henry.rodriguez1015@community.org,Henry,Rodriguez,1998-05-28,participant,801-365-3794,Layton,UT,84862,9,STEM,1002.36
981,layla.jackson1016@ellarises.org,Layla,Jackson,2013-03-12,participant,801-279-1183,Bountiful,UT,84173,4,STEM,
982,henry.thompson1017@studentmail.org,Henry,Thompson,2002-11-06,participant,801-235-9721,Sandy,UT,84732,5,Both,
983,charlotte.king1018@ellarises.org,Charlotte,King,1999-03-06,participant,801-515-8274,Bountiful,UT,84707,9,STEM,1096.07
984,charlotte.harris1019@studentmail.org,Charlotte,Harris,2000-01-19,participant,801-444-4276,West Jordan,UT,84384,11,Arts,512.71
985,sophia.smith1020@learners.net,Sophia,Smith,2002-12-12,participant,801-885-2035,Sandy,UT,84697,3,STEM,53.21
986,zoey.flores1022@studentmail.org,Zoey,Flores,2003-03-19,participant,801-638-2979,Bountiful,UT,84962,10,STEM,
987,stella.lee1023@studentmail.org,Stella,Lee,1998-04-09,participant,801-869-6181,Salt Lake City,UT,84412,6,STEM,143.33
988,benjamin.anderson1024@ellarises.org,Benjamin,Anderson,1998-12-26,participant,801-838-7045,Layton,UT,84666,2,STEM,168.1
989,noah.martin1025@community.org,Noah,Martin,2003-08-26,participant,801-749-3809,Logan,UT,84730,2,Both,
990,claire.harris1026@studentmail.org,Claire,Harris,2012-12-11,participant,801-850-6209,Lehi,UT,84180,5,STEM,932.19
991,skylar.johnson1027@community.org,Skylar,Johnson,2009-04-17,participant,801-855-4808,Bountiful,UT,84524,9,Both,
992,abigail.brown1029@studentmail.org,Abigail,Brown,2001-05-27,participant,801-503-4309,Draper,UT,84511,6,STEM,
993,isabella.thomas1030@community.org,Isabella,Thomas,2012-06-08,participant,801-484-6202,Lehi,UT,84138,15,STEM,
994,michael.clark1031@learners.net,Michael,Clark,2005-09-08,participant,801-950-6427,Salt Lake City,UT,84235,10,STEM,311.27
995,ethan.brown1032@studentmail.org,Ethan,Brown,2005-03-19,participant,801-590-9543,West Jordan,UT,84623,12,Arts,210.99
996,ava.jones1033@community.org,Ava,Jones,2012-03-24,participant,801-397-1853,Ogden,UT,84977,12,STEM,
997,sofia.garcia1034@studentmail.org,Sofia,Garcia,2007-07-24,participant,801-719-2280,Sandy,UT,84242,14,Arts,52.81
998,bella.hernandez1035@studentmail.org,Bella,Hernandez,2004-10-19,participant,801-380-5079,West Jordan,UT,84435,4,Both,28.27
999,lucas.gonzalez1036@learners.net,Lucas,Gonzalez,2006-06-22,participant,801-568-7524,Spanish Fork,UT,84082,12,Arts,
1000,henry.ramirez1037@community.org,Henry,Ramirez,2006-07-22,participant,801-693-1324,St. George,UT,84840,6,STEM,110.52
1001,brooklyn.hill1038@studentmail.org,Brooklyn,Hill,2004-11-10,participant,801-589-8596,Orem,UT,84264,5,Arts,664.7
1002,leah.scott1039@community.org,Leah,Scott,2002-05-23,participant,801-339-8688,Ogden,UT,84342,12,STEM,
1003,ava.smith1040@learners.net,Ava,Smith,2014-08-25,participant,801-625-7465,Spanish Fork,UT,84415,1,Arts,51.09
1004,alexander.martin1041@ellarises.org,Alexander,Martin,2006-08-19,participant,801-239-3039,Taylorsville,UT,84907,3,Both,
1005,lily.gonzalez1042@community.org,Lily,Gonzalez,2009-06-06,participant,801-969-6711,Layton,UT,84790,14,Arts,
1006,zoe.brown1043@community.org,Zoe,Brown,2008-09-18,participant,801-452-4970,Taylorsville,UT,84754,11,Arts,1080.39
1007,sophia.martinez1044@learners.net,Sophia,Martinez,2003-09-15,participant,801-897-3414,Riverton,UT,84967,10,Both,
1008,lily.smith1045@ellarises.org,Lily,Smith,2006-12-02,participant,801-928-7297,Ogden,UT,84660,14,Both,
1009,sebastian.harris1047@learners.net,Sebastian,Harris,2000-06-14,participant,801-945-2456,Taylorsville,UT,84771,7,Both,
1010,kennedy.martinez1048@learners.net,Kennedy,Martinez,2013-09-05,participant,801-966-7520,Sandy,UT,84953,4,STEM,
1011,chloe.young1049@ellarises.org,Chloe,Young,2009-10-10,participant,801-992-7845,Logan,UT,84072,6,Both,
1012,aurora.ramirez1050@studentmail.org,Aurora,Ramirez,2002-06-11,participant,801-390-3200,Orem,UT,84384,5,STEM,
1013,mateo.davis1051@community.org,Mateo,Davis,2014-10-27,participant,801-405-1966,Sandy,UT,84191,12,STEM,
1014,leah.davis1053@learners.net,Leah,Davis,2008-09-19,participant,801-230-4846,Ogden,UT,84351,5,Both,97.69
1015,elizabeth.smith1054@ellarises.org,Elizabeth,Smith,2000-03-04,participant,801-207-1685,Layton,UT,84770,10,Both,185.64
1016,ava.harris1055@learners.net,Ava,Harris,2011-07-23,participant,801-975-6521,Spanish Fork,UT,84485,6,Arts,208.1
1017,zoe.perez1056@learners.net,Zoe,Perez,2006-06-28,participant,801-569-7528,West Jordan,UT,84964,9,STEM,
1018,stella.perez1057@ellarises.org,Stella,Perez,2014-04-08,participant,801-915-7583,Salt Lake City,UT,84468,13,STEM,698.97
1019,sophia.hill1058@ellarises.org,Sophia,Hill,2006-04-07,participant,801-916-5072,Pleasant Grove,UT,84287,5,Both,
1020,mia.lee1060@community.org,Mia,Lee,2014-07-31,participant,801-696-7556,West Jordan,UT,84622,9,STEM,
1021,kennedy.ramirez1061@community.org,Kennedy,Ramirez,2011-08-14,participant,801-594-5814,Logan,UT,84752,10,Both,487.86
1022,aria.king1062@ellarises.org,Aria,King,2013-02-04,participant,801-289-5937,St. George,UT,84510,8,Arts,143.03
1023,chloe.lewis1063@ellarises.org,Chloe,Lewis,2003-06-17,participant,801-753-4946,Spanish Fork,UT,84679,10,STEM,233.44
1024,emily.miller1064@community.org,Emily,Miller,2004-04-15,participant,801-534-7283,Salt Lake City,UT,84165,10,Both,
1025,eleanor.walker1065@ellarises.org,Eleanor,Walker,2000-01-11,participant,801-747-9060,St. George,UT,84945,15,Both,1437.26
1026,skylar.anderson1066@ellarises.org,Skylar,Anderson,2012-08-31,participant,801-934-7252,Lehi,UT,84387,7,Both,
1027,william.anderson1067@studentmail.org,William,Anderson,2000-07-01,participant,801-497-2436,Layton,UT,84119,2,Arts,269.73
1028,michael.hill1070@studentmail.org,Michael,Hill,2008-05-01,participant,801-209-9819,Logan,UT,84405,1,STEM,
1029,savannah.anderson1071@community.org,Savannah,Anderson,2001-04-09,participant,801-815-5643,Riverton,UT,84151,14,Both,41.81
1030,isabella.hill1072@learners.net,Isabella,Hill,2004-02-19,participant,801-905-3022,Murray,UT,84515,13,Both,79.68
1031,levi.wilson1073@community.org,Levi,Wilson,2005-06-22,participant,801-585-1963,Murray,UT,84722,12,Both,
1032,grace.anderson1074@ellarises.org,Grace,Anderson,2004-09-16,participant,801-699-7419,Orem,UT,84878,13,Both,1133.84
1033,lily.johnson1075@community.org,Lily,Johnson,2005-10-24,participant,801-894-8756,Lehi,UT,84433,15,Arts,275.38
1034,claire.nguyen1077@ellarises.org,Claire,Nguyen,2010-12-12,participant,801-870-3681,Murray,UT,84469,12,Arts,
1035,levi.jackson1078@studentmail.org,Levi,Jackson,2014-06-29,participant,801-966-4205,Sandy,UT,84224,7,STEM,
1036,natalie.torres1079@ellarises.org,Natalie,Torres,1999-04-07,participant,801-637-3756,St. George,UT,84386,2,Arts,
1037,jack.lopez1080@ellarises.org,Jack,Lopez,2011-04-24,participant,801-865-6545,Logan,UT,84528,6,STEM,1046.29
1038,liam.thomas1081@ellarises.org,Liam,Thomas,2004-10-15,participant,801-606-9005,Logan,UT,84247,14,Both,
1039,layla.harris1082@ellarises.org,Layla,Harris,2004-03-04,participant,801-865-7260,Riverton,UT,84886,7,Both,
1040,henry.white1083@ellarises.org,Henry,White,2008-12-21,participant,801-284-2999,Logan,UT,84120,7,Both,
1041,daniel.anderson1084@ellarises.org,Daniel,Anderson,2011-04-19,participant,801-910-2549,Spanish Fork,UT,84281,12,Arts,86.04
1042,levi.ramirez1085@learners.net,Levi,Ramirez,2014-01-04,participant,801-533-2040,St. George,UT,84102,3,Both,
1043,riley.sanchez1086@ellarises.org,Riley,Sanchez,2008-12-16,participant,801-749-9684,Bountiful,UT,84570,2,Both,357.12
1044,sebastian.davis1087@studentmail.org,Sebastian,Davis,1998-02-13,participant,801-813-3948,Logan,UT,84186,8,Arts,
1045,aaliyah.davis1088@ellarises.org,Aaliyah,Davis,1999-12-21,participant,801-411-3641,St. George,UT,84589,8,Arts,
1046,isabella.garcia1089@ellarises.org,Isabella,Garcia,2001-11-06,participant,801-572-9919,Pleasant Grove,UT,84306,6,Both,
1047,ava.thomas1090@learners.net,Ava,Thomas,2012-10-13,participant,801-731-5807,Provo,UT,84969,8,Arts,
1048,camila.torres1091@community.org,Camila,Torres,2009-06-14,participant,801-560-9818,Lehi,UT,84536,10,Both,
1049,elizabeth.williams1092@studentmail.org,Elizabeth,Williams,2002-10-30,participant,801-345-5910,Provo,UT,84193,12,Both,170.79
1050,hannah.nguyen1093@learners.net,Hannah,Nguyen,1999-09-02,participant,801-946-7914,Layton,UT,84132,8,Arts,
1051,lucy.harris1094@studentmail.org,Lucy,Harris,2013-03-05,participant,801-285-5164,Bountiful,UT,84468,6,Both,
1052,aria.wright1095@studentmail.org,Aria,Wright,2012-03-14,participant,801-950-5413,Ogden,UT,84645,14,Both,973.59
1053,addison.jones1097@learners.net,Addison,Jones,2007-02-15,participant,801-312-9984,Logan,UT,84545,2,Arts,155.95
1054,emily.white1098@learners.net,Emily,White,1998-03-22,participant,801-431-5483,Layton,UT,84150,2,Arts,
1055,victoria.harris1099@ellarises.org,Victoria,Harris,2011-03-17,participant,801-739-6022,Logan,UT,84180,13,Arts,24.45
1056,elizabeth.king1100@learners.net,Elizabeth,King,1999-01-28,participant,801-477-2623,Murray,UT,84565,12,Arts,1090.42
1057,hazel.lopez1101@learners.net,Hazel,Lopez,2003-10-24,participant,801-806-3090,Bountiful,UT,84489,11,Both,542.5
1058,daniel.martinez1102@studentmail.org,Daniel,Martinez,1999-03-10,participant,801-781-5380,St. George,UT,84388,3,Both,196.37
1059,zoe.thomas1103@community.org,Zoe,Thomas,2008-07-06,participant,801-649-6799,Riverton,UT,84188,8,Arts,
1060,penelope.ramirez1104@studentmail.org,Penelope,Ramirez,2007-02-13,participant,801-289-6007,Murray,UT,84651,15,Arts,
1061,emily.garcia1105@ellarises.org,Emily,Garcia,2010-11-26,participant,801-295-3705,West Jordan,UT,84968,11,STEM,
1062,aurora.scott1106@community.org,Aurora,Scott,2014-05-23,participant,801-634-9334,Salt Lake City,UT,84986,12,Arts,172.73
1063,jackson.allen1107@ellarises.org,Jackson,Allen,2014-09-24,participant,801-831-4115,Bountiful,UT,84015,11,Both,
1064,elijah.wright1108@learners.net,Elijah,Wright,2013-05-05,participant,801-877-9652,West Jordan,UT,84757,9,STEM,176.58
1065,lucas.hernandez1109@studentmail.org,Lucas,Hernandez,2009-07-10,participant,801-575-3184,Orem,UT,84077,1,STEM,
1066,elijah.young1110@community.org,Elijah,Young,2013-03-25,participant,801-315-6537,Orem,UT,84383,10,Both,970.78
1067,avery.jackson1111@learners.net,Avery,Jackson,1998-01-19,participant,801-471-4490,Spanish Fork,UT,84301,14,Both,431.92
1068,james.wilson1112@learners.net,James,Wilson,2011-11-09,participant,801-236-8586,Pleasant Grove,UT,84846,13,Arts,
1069,amelia.thompson1113@ellarises.org,Amelia,Thompson,2000-05-27,participant,801-505-6798,Riverton,UT,84337,11,Arts,235.97
1070,riley.sanchez1114@learners.net,Riley,Sanchez,2002-06-07,participant,801-641-9061,Salt Lake City,UT,84104,2,Both,552.31
1071,daniel.martinez1115@community.org,Daniel,Martinez,2001-06-28,participant,801-699-1113,Logan,UT,84936,15,Both,
1072,eleanor.anderson1116@community.org,Eleanor,Anderson,2007-08-10,participant,801-506-6971,Bountiful,UT,84384,3,STEM,
1073,sebastian.moore1117@ellarises.org,Sebastian,Moore,2001-02-19,participant,801-649-3651,Riverton,UT,84673,1,Both,
1074,william.smith1118@learners.net,William,Smith,1998-11-26,participant,801-394-5667,Sandy,UT,84114,12,Arts,264.67
1075,oliver.perez1119@ellarises.org,Oliver,Perez,2012-12-02,participant,801-403-8852,Orem,UT,84683,4,STEM,
1076,oliver.young1120@community.org,Oliver,Young,2009-04-04,participant,801-969-7551,St. George,UT,84333,14,Both,
1077,hazel.rodriguez1121@ellarises.org,Hazel,Rodriguez,2001-06-28,participant,801-221-3066,Logan,UT,84812,1,Both,20.32
1078,olivia.thomas1122@ellarises.org,Olivia,Thomas,2007-09-29,participant,801-811-1131,Lehi,UT,84440,5,Arts,737.01
1079,aurora.young1123@ellarises.org,Aurora,Young,2014-05-11,participant,801-832-3498,Taylorsville,UT,84254,8,STEM,
1080,addison.moore1124@ellarises.org,Addison,Moore,2002-06-14,participant,801-453-8031,Layton,UT,84718,5,Both,
1081,mila.allen1125@studentmail.org,Mila,Allen,2003-02-23,participant,801-805-3436,Sandy,UT,84876,2,STEM,
1082,liam.williams1126@learners.net,Liam,Williams,1998-05-25,participant,801-349-7984,Sandy,UT,84952,9,STEM,
1083,emily.brown1127@community.org,Emily,Brown,2002-12-22,participant,801-513-4791,Taylorsville,UT,84538,1,Arts,41.34
1084,levi.brown1128@community.org,Levi,Brown,2006-02-26,participant,801-312-5411,Provo,UT,84312,4,Arts,
1085,oliver.thomas1129@learners.net,Oliver,Thomas,1999-03-04,participant,801-241-1008,Provo,UT,84187,7,Both,
1086,claire.wilson1130@learners.net,Claire,Wilson,2007-08-31,participant,801-821-2650,Spanish Fork,UT,84287,12,Arts,
1087,alexander.white1131@learners.net,Alexander,White,2013-04-26,participant,801-299-1223,Murray,UT,84115,8,STEM,
1088,skylar.white1132@learners.net,Skylar,White,2012-08-01,participant,801-580-4903,Pleasant Grove,UT,84620,4,STEM,
1089,hazel.garcia1133@ellarises.org,Hazel,Garcia,1998-12-03,participant,801-960-2971,St. George,UT,84645,9,Both,
1090,zoey.gonzalez1134@community.org,Zoey,Gonzalez,2004-10-05,participant,801-759-6618,Logan,UT,84077,14,Arts,
1091,nora.wright1135@studentmail.org,Nora,Wright,2010-05-07,participant,801-396-7851,Provo,UT,84131,14,Arts,27.14
1092,kennedy.white1136@community.org,Kennedy,White,2008-10-30,participant,801-646-2109,Logan,UT,84933,6,Both,
1093,mateo.johnson1137@studentmail.org,Mateo,Johnson,1999-01-08,participant,801-332-5745,Layton,UT,84714,9,STEM,
1094,zoey.sanchez1138@community.org,Zoey,Sanchez,2007-10-27,participant,801-276-3711,Pleasant Grove,UT,84995,15,Both,474.16
1095,hazel.scott1139@community.org,Hazel,Scott,2002-02-16,participant,801-478-4390,Bountiful,UT,84622,11,STEM,
1096,savannah.moore1141@ellarises.org,Savannah,Moore,2003-05-06,participant,801-246-9741,Orem,UT,84230,4,STEM,169.64
1097,aria.moore1142@studentmail.org,Aria,Moore,2002-09-17,participant,801-252-5079,Layton,UT,84895,8,STEM,1116.07
1098,ava.thompson1143@learners.net,Ava,Thompson,2014-03-13,participant,801-922-5326,Lehi,UT,84086,12,Arts,
1099,savannah.lee1144@ellarises.org,Savannah,Lee,2014-05-21,participant,801-564-4592,Salt Lake City,UT,84844,4,STEM,
1100,william.white1147@studentmail.org,William,White,2008-04-21,participant,801-707-3973,Spanish Fork,UT,84096,12,STEM,
1101,zoey.torres1148@community.org,Zoey,Torres,2004-12-15,participant,801-488-1344,Orem,UT,84664,12,STEM,
1102,james.hill1149@studentmail.org,James,Hill,2003-07-03,participant,801-273-7986,Ogden,UT,84147,5,Both,838.43
1103,liam.miller1150@studentmail.org,Liam,Miller,2006-08-12,participant,801-302-7191,Salt Lake City,UT,84618,11,STEM,1044.94
1104,olivia.williams1151@studentmail.org,Olivia,Williams,2001-03-14,participant,801-285-5385,West Jordan,UT,84789,7,Both,140.4
1105,olivia.smith1152@ellarises.org,Olivia,Smith,2002-07-16,participant,801-924-2392,Lehi,UT,84874,12,Arts,149.46
1106,henry.hernandez1153@learners.net,Henry,Hernandez,1999-04-03,participant,801-358-4994,Lehi,UT,84491,8,Both,751.41
1107,paisley.wright1154@ellarises.org,Paisley,Wright,2010-03-20,participant,801-245-2684,Salt Lake City,UT,84845,4,STEM,
1108,daniel.clark1155@studentmail.org,Daniel,Clark,2003-01-31,participant,801-429-1393,Salt Lake City,UT,84935,6,Arts,948.18
1109,aria.thompson1156@learners.net,Aria,Thompson,2013-05-27,participant,801-900-7303,West Jordan,UT,84944,3,Both,22.65
1110,ella.young1157@studentmail.org,Ella,Young,2006-01-06,participant,801-304-5617,Logan,UT,84230,2,Both,70.24
1111,skylar.davis1158@learners.net,Skylar,Davis,2001-12-29,participant,801-244-3475,Ogden,UT,84918,6,Both,
1112,skylar.hill1159@studentmail.org,Skylar,Hill,2012-01-06,participant,801-883-5940,Taylorsville,UT,84154,13,Arts,
1113,kennedy.miller1160@learners.net,Kennedy,Miller,2013-12-15,participant,801-577-5348,Spanish Fork,UT,84678,15,STEM,
1114,ava.martinez1161@studentmail.org,Ava,Martinez,2014-03-07,participant,801-599-8318,Lehi,UT,84152,15,Arts,
1115,harper.davis1162@community.org,Harper,Davis,2000-11-10,participant,801-292-6292,Layton,UT,84149,12,Arts,
1116,skylar.rodriguez1164@studentmail.org,Skylar,Rodriguez,2010-01-31,participant,801-762-9144,Bountiful,UT,84429,8,Arts,1310.6
1117,sebastian.wright1165@studentmail.org,Sebastian,Wright,2009-10-26,participant,801-794-7911,Bountiful,UT,84086,9,Both,
1118,camila.davis1167@ellarises.org,Camila,Davis,2004-08-11,participant,801-997-3283,Draper,UT,84370,5,STEM,157.54
1119,oliver.thomas1168@studentmail.org,Oliver,Thomas,2000-08-18,participant,801-964-3257,West Jordan,UT,84058,14,Both,424.69
1120,aria.harris1169@ellarises.org,Aria,Harris,2012-11-12,participant,801-255-2736,Taylorsville,UT,84381,9,STEM,44.34
